"Country","Site","Season","Date","Time","Time_per","age","sex","sun_shade","tair","tglobe","wind_sp","rh","mrt","clo","met_rate","heat","reas.there","loc_inha","nationality_group"
"Greece","Athens",1,2001-07-26 22:00:00,10,1,6,1,0,29.28,31.46,0.55,53.29,36.79,0.3,52.2,1,"Pleasure",1,"European"
"Greece","Athens",1,2001-07-26 22:00:00,10,1,6,1,0,29.28,31.46,0.55,53.29,36.79,0.5,52.2,1,"Pleasure",1,"European"
"Greece","Athens",1,2001-07-26 22:00:00,10,1,5,2,0,28.89,29.97,0.46,56.88,32.46,0.45,58,1,"Family",0,"European"
"Greece","Athens",1,2001-07-26 22:00:00,10,1,5,2,0,28.89,29.97,0.46,56.88,32.46,0.45,58,1,"Pleasure",0,"European"
"Greece","Athens",1,2001-07-26 22:00:00,10,1,4,2,0,28.66,29.55,0.59,54.39,31.89,0.4,58,-1,"Pleasure",0,"Asian"
"Greece","Athens",1,2001-07-26 22:00:00,10,1,4,2,0,28.84,29.95,0.61,54,32.96,0.6,58,-1,"Work",1,"European"
"Greece","Athens",1,2001-07-26 22:00:00,11,1,4,2,0,29.79,31.04,0.77,48.19,34.85,0.6,58,0,"Rest",1,"North American"
"Greece","Athens",1,2001-07-26 22:00:00,11,1,8,1,0,30.31,31.62,0.83,48.22,35.67,0.7,58,1,"Rest",0,"European"
"Greece","Athens",1,2001-07-26 22:00:00,12,2,4,1,0,30.43,31.82,0.42,49.45,34.72,0.3,52.2,2,NA,0,"European"
"Greece","Athens",1,2001-07-26 22:00:00,12,2,4,2,0,30.43,31.82,0.42,49.45,34.72,0.3,52.2,1,NA,0,"European"
"Greece","Athens",1,2001-07-26 22:00:00,12,2,5,1,0,30.45,32.02,0.41,46.43,35.08,0.6,58,1,"Rest",1,"European"
"Greece","Athens",1,2001-07-26 22:00:00,12,2,4,2,0,30.86,33.37,0.52,48.23,38.92,0.6,52.2,2,"Pleasure",0,"European"
"Greece","Athens",1,2001-07-26 22:00:00,12,2,4,1,0,31.24,33.43,0.33,44.76,37.31,0.6,52.2,0,"Pleasure",0,"European"
"Greece","Athens",1,2001-07-26 22:00:00,12,2,1,1,0,31.24,33.43,0.33,44.76,37.31,0.3,52.2,1,"Pleasure",0,"European"
"Greece","Athens",1,2001-07-26 22:00:00,13,2,4,1,0,32.16,33.67,0.57,39.16,37.21,0.7,52.2,1,"Pleasure",0,"European"
"Greece","Athens",1,2001-07-26 22:00:00,13,2,4,1,0,32.16,33.67,0.57,39.16,37.21,0.7,52.2,1,"Pleasure",0,"European"
"Greece","Athens",1,2001-07-26 22:00:00,19,4,4,2,0,29.8,30.36,0.35,58.37,31.25,0.6,52.2,0,"Family",1,"European"
"Greece","Athens",1,2001-07-26 22:00:00,19,4,4,1,0,30.07,30.69,0.19,57.46,31.47,0.7,52.2,1,"Pleasure",1,"European"
"Greece","Athens",1,2001-07-26 22:00:00,19,4,4,2,0,30.07,30.69,0.19,57.46,31.47,0.6,52.2,1,"Rest",1,"European"
"Greece","Athens",1,2001-07-26 22:00:00,19,4,4,2,0,29.9,30.52,0.24,56.38,31.39,0.6,52.2,2,"Pleasure",1,"European"
"Greece","Athens",1,2001-07-26 22:00:00,19,4,5,1,0,29.89,30.32,0.41,57.27,31.21,0.35,52.2,1,"Family",1,"Asian"
"Greece","Athens",1,2001-07-26 22:00:00,19,4,4,2,0,29.46,29.71,0.78,59.59,30.43,0.6,58,2,"Pleasure",1,"European"
"Greece","Athens",1,2001-07-26 22:00:00,20,4,8,1,0,28.96,29.31,0.51,63.16,30.18,0.35,58,-1,"Work",1,"European"
"Greece","Athens",1,2001-07-26 22:00:00,20,4,8,2,0,28.96,29.31,0.51,63.16,30.18,0.4,58,0,"Rest",1,"European"
"Greece","Athens",1,2001-07-26 22:00:00,20,4,3,1,0,28.94,29.11,0.38,61.36,29.42,0.6,58,0,NA,1,"European"
"Greece","Athens",1,2001-07-26 22:00:00,20,4,4,2,0,28.96,29.02,0.38,60.72,29.12,0.6,58,0,"Family",1,"European"
"Greece","Athens",1,2001-07-26 22:00:00,20,4,4,2,0,28.83,28.74,0.2,61.79,28.65,0.6,52.2,2,"Family",0,"North American"
"Greece","Athens",1,2001-07-26 22:00:00,20,4,4,2,0,28.83,28.74,0.2,61.79,28.65,0.6,52.2,2,"Family",0,"European"
"Greece","Athens",1,2001-07-27 22:00:00,10,1,8,1,0,32.46,33.89,0.59,34.92,37.49,0.35,58,1,"Family",1,"European"
"Greece","Athens",1,2001-07-27 22:00:00,11,1,3,1,1,35.49,40.98,0.86,25.88,56.33,0.35,240,2,"Sports",1,"European"
"Greece","Athens",1,2001-07-27 22:00:00,11,1,3,1,1,35.49,40.98,0.86,25.88,56.33,0.35,240,2,"Sports",1,"European"
"Greece","Athens",1,2001-07-27 22:00:00,11,1,5,1,0,34.37,35.86,0.81,27.5,40.26,0.6,52.2,1,"Family",0,"European"
"Greece","Athens",1,2001-07-27 22:00:00,12,2,3,2,0,34.71,36.24,0.67,27.97,40.25,0.6,52.2,1,"Rest",1,"European"
"Greece","Athens",1,2001-07-27 22:00:00,12,2,3,2,0,34.71,36.24,0.67,27.97,40.25,0.6,52.2,0,"Rest",1,"European"
"Greece","Athens",1,2001-07-27 22:00:00,12,2,4,1,0,34.92,36.21,0.75,27.27,39.76,0.6,93,2,"Family",1,"European"
"Greece","Athens",1,2001-07-27 22:00:00,18,4,3,2,0,33.99,34.94,0.74,33.52,37.64,0.6,52.2,1,"Pleasure",1,"European"
"Greece","Athens",1,2001-07-27 22:00:00,18,4,3,1,1,33.99,34.94,0.74,33.52,37.64,0.3,52.2,1,"Rest",1,"European"
"Greece","Athens",1,2001-07-27 22:00:00,18,4,4,2,0,33.75,34.37,0.74,32.74,36.16,0.6,52.2,2,"Pleasure",1,"European"
"Greece","Athens",1,2001-07-27 22:00:00,18,4,5,1,0,33.88,34.51,0.83,32.92,36.45,0.6,52.2,1,"Pleasure",1,"European"
"Greece","Athens",1,2001-07-27 22:00:00,18,4,4,2,0,33.7,34.34,0.94,32.91,36.5,0.6,52.2,1,"Pleasure",0,"European"
"Greece","Athens",1,2001-07-27 22:00:00,18,4,4,1,0,33.7,34.34,0.94,32.91,36.5,0.6,52.2,2,"Family",0,"European"
"Greece","Athens",1,2001-07-27 22:00:00,18,4,4,2,1,33.57,36.94,0.66,33.76,45.32,0.6,52.2,0,"Pleasure",1,"North American"
"Greece","Athens",1,2001-07-27 22:00:00,19,4,2,2,0,32.38,32.91,0.66,42.76,34.3,0.6,58,2,"Waiting for someone",1,"European"
"Greece","Athens",1,2001-07-27 22:00:00,19,4,2,1,0,32.38,32.91,0.66,42.76,34.3,0.6,58,2,"Waiting for someone",0,"European"
"Greece","Athens",1,2001-07-27 22:00:00,19,4,2,1,0,32.38,32.91,0.66,42.76,34.3,0.6,58,2,"Waiting for someone",1,"European"
"Greece","Athens",1,2001-07-27 22:00:00,19,4,4,2,0,32.19,32.5,0.52,46.19,33.22,0.4,52.2,1,"Pleasure",1,"European"
"Greece","Athens",1,2001-07-27 22:00:00,19,4,4,1,0,32.23,32.26,1.03,46.72,32.4,0.6,58,1,NA,1,"European"
"Greece","Athens",1,2001-07-27 22:00:00,19,4,2,1,0,31.58,31.69,0.54,48.78,31.96,0.6,58,2,"Rest",1,"European"
"Greece","Athens",1,2001-07-27 22:00:00,19,4,2,2,0,31.58,31.69,0.54,48.78,31.96,0.7,58,2,"Pleasure",1,"European"
"Greece","Athens",1,2001-07-27 22:00:00,19,4,2,2,0,31.58,31.69,0.54,48.78,31.96,0.9,58,2,"Rest",1,"European"
"Greece","Athens",1,2001-07-27 22:00:00,20,4,2,2,0,31.22,31.18,0.38,47.04,31.1,0.6,58,1,"Rest",1,"European"
"Greece","Athens",1,2001-07-27 22:00:00,20,4,2,2,0,31.22,31.18,0.38,47.04,31.1,0.6,58,1,"Rest",1,"European"
"Greece","Athens",1,2001-07-27 22:00:00,20,4,2,2,0,31.22,31.18,0.38,47.04,31.1,0.6,58,1,"Rest",1,"European"
"Greece","Athens",1,2001-07-27 22:00:00,20,4,4,1,0,31.58,31.55,0.27,46.08,31.5,0.3,200,2,"Sports",1,"European"
"Greece","Athens",1,2001-07-27 22:00:00,20,4,4,1,0,31.58,31.55,0.27,46.08,31.5,0.3,200,2,"Sports",1,"European"
"Greece","Athens",1,2001-07-27 22:00:00,20,4,4,1,0,31.58,31.55,0.27,46.08,31.5,0.3,200,2,"Sports",1,"European"
"Greece","Athens",1,2001-07-27 22:00:00,20,4,4,1,0,31.58,31.55,0.27,46.08,31.5,0.3,200,2,"Sports",1,"European"
"Greece","Athens",1,2001-07-28 22:00:00,10,1,4,1,0,32.32,33.94,0.52,35.09,37.67,0.6,52.2,-1,"Pleasure",1,"European"
"Greece","Athens",1,2001-07-28 22:00:00,10,1,5,1,0,32.79,34.06,0.65,32.76,37.5,0.3,52.2,-1,"Rest",1,"European"
"Greece","Athens",1,2001-07-28 22:00:00,10,1,5,2,0,32.79,34.06,0.65,32.76,37.5,0.35,52.2,1,"Rest",1,"European"
"Greece","Athens",1,2001-07-28 22:00:00,10,1,5,1,0,32.67,33.78,0.77,32.7,37.04,0.7,52.2,1,"Pleasure",1,"European"
"Greece","Athens",1,2001-07-28 22:00:00,12,2,7,1,0,33.96,35.47,0.59,31.36,39.1,0.35,52.2,0,"Waiting for someone",1,"European"
"Greece","Athens",1,2001-07-28 22:00:00,12,2,5,1,0,33.96,35.47,0.59,31.36,39.1,0.7,52.2,1,"Pleasure",1,"European"
"Greece","Athens",1,2001-07-28 22:00:00,12,2,3,1,0,33.88,35.33,0.49,32.11,38.4,0.6,52.2,1,"Work",0,"European"
"Greece","Athens",1,2001-07-28 22:00:00,13,2,4,2,0,34.26,35.52,0.7,31.92,39.05,0.6,52.2,2,"Work",0,"European"
"Greece","Athens",1,2001-07-28 22:00:00,18,4,4,2,0,32.97,33.44,0.87,35.17,34.93,0.4,52.2,-1,"Rest",1,"European"
"Greece","Athens",1,2001-07-28 22:00:00,18,4,4,2,0,32.97,33.44,0.87,35.17,34.93,0.4,52.2,-1,"Rest",0,"North American"
"Greece","Athens",1,2001-07-28 22:00:00,19,4,5,1,0,33.13,33.57,0.64,34.98,34.78,0.6,52.2,1,"Pleasure",1,"European"
"Greece","Athens",1,2001-07-28 22:00:00,19,4,4,2,0,33.13,33.57,0.64,34.98,34.78,0.6,52.2,-1,"Family",1,"European"
"Greece","Athens",1,2001-07-28 22:00:00,19,4,4,1,0,32.92,33.43,1.33,34.78,35.6,0.6,55.1,0,"Rest",1,"European"
"Greece","Athens",1,2001-07-28 22:00:00,19,4,4,1,0,32.76,33.21,1.62,35.62,35.3,0.6,52.2,1,"Pleasure",0,"European"
"Greece","Athens",1,2001-07-28 22:00:00,19,4,4,2,0,32.6,33.07,0.7,35.49,34.25,0.6,52.2,1,"Family",1,"European"
"Greece","Athens",1,2001-07-28 22:00:00,19,4,5,2,0,32.64,33.11,0.74,35.44,34.48,0.4,52.2,0,"Family",1,"European"
"Greece","Athens",1,2001-07-28 22:00:00,19,4,4,1,0,32.37,32.57,1.04,34.85,33.29,0.3,52.2,2,"Pleasure",0,"European"
"Greece","Athens",1,2001-07-28 22:00:00,19,4,4,1,0,32.37,32.57,1.04,34.85,33.29,0.6,52.2,2,"Family",0,"European"
"Greece","Athens",1,2001-07-28 22:00:00,19,4,4,2,0,32.37,32.57,1.04,34.85,33.29,0.6,52.2,2,"Pleasure",0,"European"
"Greece","Athens",1,2001-07-28 22:00:00,19,4,4,2,0,32.37,32.57,1.04,34.85,33.29,0.4,52.2,2,"Family",0,"European"
"Greece","Athens",1,2001-07-28 22:00:00,19,4,4,2,0,32.34,32.42,2.42,34.2,33.03,0.6,58,-1,"Family",0,"European"
"Greece","Athens",1,2001-07-28 22:00:00,20,4,4,1,0,32.18,32.37,1.18,33.44,33.12,0.3,52.2,2,"Rest",1,"European"
"Greece","Athens",1,2001-07-28 22:00:00,20,4,4,2,0,32.18,32.37,1.18,33.44,33.12,0.6,52.2,1,"Family",1,"European"
"Greece","Athens",1,2001-07-28 22:00:00,20,4,5,2,0,32.03,32.29,0.89,34.55,33.13,0.4,58,0,"Family",1,"European"
"Greece","Athens",1,2001-07-28 22:00:00,20,4,5,1,0,31.89,31.78,0.64,35.26,31.52,0.3,58,1,"Rest",1,"European"
"Greece","Athens",1,2001-07-28 22:00:00,20,4,5,2,0,31.89,31.78,0.64,35.26,31.52,0.6,58,1,"Family",1,"European"
"Greece","Athens",1,2001-07-28 22:00:00,20,4,5,1,0,31.87,31.75,0.58,35.81,31.45,0.3,58,1,"Rest",1,"European"
"Greece","Athens",1,2001-07-28 22:00:00,20,4,4,2,0,31.87,31.75,0.58,35.81,31.45,0.4,58,1,"Rest",1,"European"
"Greece","Athens",1,2001-07-29 22:00:00,10,1,8,1,0,31.51,33.12,0.99,37.36,38.71,0.35,93,1,"Family",0,"European"
"Greece","Athens",1,2001-07-29 22:00:00,10,1,4,2,1,33.12,38.18,1.04,34.93,54.31,0.3,93,1,NA,0,"Asian"
"Greece","Athens",1,2001-07-29 22:00:00,13,2,5,1,0,34.16,35.29,1.13,33.94,39.35,0.3,52.2,1,"Pleasure",0,"European"
"Greece","Athens",1,2001-07-29 22:00:00,13,2,7,1,0,34.16,35.29,1.13,33.94,39.35,0.3,52.2,1,"Pleasure",1,"European"
"Greece","Athens",1,2001-07-29 22:00:00,13,2,6,1,0,34.16,35.29,1.13,33.94,39.35,0.3,52.2,1,"Pleasure",1,"European"
"Greece","Athens",1,2001-07-29 22:00:00,18,4,5,1,0,32.52,32.76,2.12,35.74,34.13,0.6,52.2,-1,"Pleasure",0,"European"
"Greece","Athens",1,2001-07-29 22:00:00,18,4,4,2,0,32.52,32.76,2.12,35.74,34.13,0.4,52.2,-1,"Family",0,"European"
"Greece","Athens",1,2001-07-29 22:00:00,19,4,4,2,0,32.6,32.82,0.83,35.07,33.51,0.6,52.2,0,"Pleasure",1,"European"
"Greece","Athens",1,2001-07-29 22:00:00,19,4,4,2,0,32.6,32.82,0.83,35.07,33.51,0.6,52.2,1,"Family",1,"European"
"Greece","Athens",1,2001-07-29 22:00:00,19,4,4,2,0,32.56,32.69,1.62,35.16,33.29,0.6,58,0,"Family",1,"European"
"Greece","Athens",1,2001-07-29 22:00:00,19,4,4,2,1,32.24,32.73,1.39,35.58,34.87,0.45,93,1,"Family",1,"European"
"Greece","Athens",1,2001-07-29 22:00:00,19,4,4,2,1,32.24,32.73,1.39,35.58,34.87,0.4,93,0,"Family",1,"European"
"Greece","Athens",1,2001-07-29 22:00:00,19,4,5,1,0,32.13,32.54,1.25,35.41,34.17,0.6,52.2,1,"Family",1,"European"
"Greece","Athens",1,2001-07-29 22:00:00,19,4,4,2,0,32.13,32.54,1.25,35.41,34.17,0.3,52.2,1,"Family",1,"European"
"Greece","Athens",1,2001-07-29 22:00:00,19,4,4,2,0,32.16,32.42,1.08,35.55,33.41,0.6,52.2,1,NA,1,"European"
"Greece","Athens",1,2001-07-29 22:00:00,19,4,4,1,0,31.85,32.08,1.41,36.26,33.11,0.3,58,1,"Rest",1,"European"
"Greece","Athens",1,2001-07-29 22:00:00,19,4,4,2,0,31.85,32.08,1.41,36.26,33.11,0.4,58,-1,"Rest",1,"European"
"Greece","Athens",1,2001-07-29 22:00:00,19,4,5,2,0,31.83,32.16,0.9,36.44,33.25,0.6,58,1,"Rest",1,"European"
"Greece","Athens",1,2001-07-29 22:00:00,19,4,5,2,0,31.83,32.16,0.9,36.44,33.25,0.45,58,1,"Rest",1,"Asian"
"Greece","Athens",1,2001-07-29 22:00:00,19,4,8,2,0,31.7,32.16,0.57,37.52,33.31,0.4,58,-1,NA,1,"European"
"Greece","Athens",1,2001-07-29 22:00:00,19,4,8,2,0,31.7,32.16,0.57,37.52,33.31,0.45,58,-1,NA,1,"European"
"Greece","Athens",1,2001-07-29 22:00:00,20,4,5,1,0,31.69,31.74,0.47,36.96,31.86,0.6,55.1,2,"Family",1,"European"
"Greece","Athens",1,2001-07-29 22:00:00,20,4,5,2,0,31.69,31.74,0.47,36.96,31.86,0.7,55.1,2,"Family",1,"European"
"Greece","Athens",1,2001-07-31 22:00:00,11,1,4,1,0,28.36,29.65,0.76,51.82,33.67,0.6,52.2,-1,"Pleasure",0,"European"
"Greece","Athens",1,2001-07-31 22:00:00,11,1,4,2,0,28.36,29.65,0.76,51.82,33.67,0.6,52.2,0,"Pleasure",1,"European"
"Greece","Athens",1,2001-07-31 22:00:00,11,1,7,1,0,28.34,29.8,1.04,51.13,35.05,0.7,58,-1,"Rest",1,"European"
"Greece","Athens",1,2001-07-31 22:00:00,11,1,4,2,0,28.39,29.87,1.48,50.62,36.46,0.6,93,1,"Family",1,"Asian"
"Greece","Athens",1,2001-07-31 22:00:00,11,1,7,1,1,30.39,32.88,1.69,46.06,44.22,0.45,93,0,"Family",0,"European"
"Greece","Athens",1,2001-07-31 22:00:00,12,2,8,1,1,30.61,34.59,1.76,42.47,52.46,0.6,93,-1,"Family",0,"African"
"Greece","Athens",1,2001-07-31 22:00:00,13,2,1,2,0,30.37,32.62,1.22,43.26,41.12,0.45,52.2,-1,"Rest",1,"European"
"Greece","Athens",1,2001-07-31 22:00:00,13,2,4,2,0,30.37,32.62,1.22,43.26,41.12,0.6,52.2,-1,"Family",0,"European"
"Greece","Athens",1,2001-07-31 22:00:00,13,2,4,1,0,30.37,32.62,1.22,43.26,41.12,0.6,52.2,1,"Rest",1,"African"
"Greece","Athens",1,2001-07-31 22:00:00,13,2,5,1,0,30.59,33.02,1.33,42.5,42.54,0.6,52.2,0,NA,0,"European"
"Greece","Athens",1,2001-07-31 22:00:00,13,2,4,1,0,30.59,32.98,1.3,42.5,42.24,0.6,52.2,0,NA,0,"European"
"Greece","Athens",1,2001-07-31 22:00:00,13,2,4,1,0,30.59,32.98,1.3,42.5,42.24,0.7,52.2,0,NA,0,"European"
"Greece","Athens",1,2001-07-31 22:00:00,19,4,4,2,0,30.35,31.25,1.29,40.41,35.05,0.6,52.2,-1,"Pleasure",1,"European"
"Greece","Athens",1,2001-07-31 22:00:00,19,4,5,1,0,30.35,31.25,1.29,40.41,35.05,0.6,52.2,-1,"Family",1,"European"
"Greece","Athens",1,2001-07-31 22:00:00,19,4,5,1,0,30.21,30.97,1.35,40.42,34.18,0.3,52.2,1,"Pleasure",1,"European"
"Greece","Athens",1,2001-07-31 22:00:00,19,4,5,1,0,30.29,31.25,1.52,40.22,35.66,0.6,52.2,1,"Family",1,"European"
"Greece","Athens",1,2001-07-31 22:00:00,19,4,4,2,0,30.27,31.02,1.09,40.15,33.73,0.6,52.2,0,"Pleasure",1,"European"
"Greece","Athens",1,2001-07-31 22:00:00,19,4,4,2,0,30.27,31.02,1.09,40.15,33.73,0.6,52.2,-1,"Pleasure",0,"European"
"Greece","Athens",1,2001-07-31 22:00:00,19,4,5,2,0,30.27,31.02,1.09,40.15,33.73,0.4,52.2,0,"Family",0,"European"
"Greece","Athens",1,2001-07-31 22:00:00,19,4,5,2,1,30.17,31.75,1.46,40.22,38.69,0.6,52.2,0,"Pleasure",0,"European"
"Greece","Athens",1,2001-07-31 22:00:00,19,4,5,2,1,30.17,31.75,1.46,40.22,38.69,0.45,52.2,0,"Pleasure",0,"European"
"Greece","Athens",1,2001-07-31 22:00:00,19,4,4,2,0,29.96,30.46,0.6,40.02,31.69,0.6,52.2,0,"Pleasure",1,"European"
"Greece","Athens",1,2001-07-31 22:00:00,19,4,4,2,0,29.96,30.46,0.6,40.02,31.69,0.3,52.2,0,"Family",1,"European"
"Greece","Athens",1,2001-07-31 22:00:00,19,4,5,2,0,29.96,30.46,0.6,40.02,31.69,0.4,52.2,-1,"Pleasure",1,"European"
"Greece","Athens",1,2001-07-31 22:00:00,19,4,3,1,0,29.76,30.12,0.89,40.9,31.38,0.6,58,-1,"Rest",1,"European"
"Greece","Athens",1,2001-07-31 22:00:00,19,4,4,1,0,29.76,30.12,0.89,40.9,31.38,0.3,58,-1,"Rest",1,"European"
"Greece","Athens",1,2001-07-31 22:00:00,20,4,4,2,0,29.92,30.26,0.5,39.47,31.06,0.6,58,0,"Waiting for someone",NA,"Other"
"Greece","Athens",1,2001-08-01 22:00:00,10,1,8,1,0,30.2,30.97,1.89,37.45,34.9,0.3,58,-1,"Family",1,"European"
"Greece","Athens",1,2001-08-01 22:00:00,10,1,4,2,0,30.2,30.97,1.89,37.45,34.9,0.6,58,0,"Family",1,"Middle Eastern"
"Greece","Athens",1,2001-08-01 22:00:00,11,1,5,2,0,31.6,32.61,2.18,30.71,37.85,0.4,58,-1,"Family",1,"European"
"Greece","Athens",1,2001-08-01 22:00:00,11,1,4,2,0,31.47,32.28,1.89,30.78,36.45,0.3,58,1,"Family",0,"Asian"
"Greece","Athens",1,2001-08-01 22:00:00,11,1,8,1,0,31.68,32.44,1.54,30.14,35.61,0.7,52.2,0,"Pleasure",1,"European"
"Greece","Athens",1,2001-08-01 22:00:00,11,1,4,2,0,31.76,32.88,1.47,29.8,37.67,0.3,58,-1,"Family",0,"European"
"Greece","Athens",1,2001-08-01 22:00:00,19,4,6,1,0,31.6,32.09,1.26,31.84,34.1,0.6,52.2,0,"Pleasure",0,"European"
"Greece","Athens",1,2001-08-01 22:00:00,19,4,4,1,0,31.67,32.1,0.79,31.96,33.42,0.3,58,0,"Rest",1,"European"
"Greece","Athens",1,2001-08-01 22:00:00,19,4,4,2,0,31.67,32.1,0.79,31.96,33.42,0.3,58,0,"Family",1,"European"
"Greece","Athens",1,2001-08-01 22:00:00,19,4,5,2,0,31.67,32.1,0.79,31.96,33.42,0.6,58,0,"Rest",0,"European"
"Greece","Athens",1,2001-08-01 22:00:00,19,4,5,2,0,31.56,32.04,0.96,32.42,33.63,0.45,52.2,-1,"Family",1,"Other"
"Greece","Athens",1,2001-08-01 22:00:00,19,4,5,2,0,31.56,32.04,0.96,32.42,33.63,0.6,52.2,-1,"Pleasure",0,"Other"
"Greece","Athens",1,2001-08-01 22:00:00,19,4,6,2,0,31.56,32.04,0.96,32.42,33.63,0.4,52.2,-1,"Family",1,"Other"
"Greece","Athens",1,2001-08-01 22:00:00,19,4,5,2,0,31.56,32.04,0.96,32.42,33.63,0.6,52.2,-1,"Pleasure",1,"Other"
"Greece","Athens",1,2001-08-01 22:00:00,19,4,4,2,0,31.52,31.94,0.86,32.68,33.29,0.6,58,0,"Family",1,"European"
"Greece","Athens",1,2001-08-01 22:00:00,20,4,4,1,0,31.31,31.71,0.59,33.52,32.72,0.3,52.2,0,"Family",0,"European"
"Greece","Athens",1,2001-08-01 22:00:00,20,4,4,2,0,31.31,31.71,0.59,33.52,32.72,0.6,52.2,1,"Family",0,"European"
"Greece","Athens",1,2001-08-01 22:00:00,20,4,4,2,0,31.13,31.61,1.03,33.98,33.32,0.45,58,0,"Family",1,"European"
"Greece","Athens",1,2001-08-01 22:00:00,20,4,4,2,0,31.13,31.61,1.03,33.98,33.32,0.4,58,0,"Family",1,"European"
"Greece","Athens",1,2001-08-20 22:00:00,10,1,4,1,0,29.65,31.72,0.46,39.55,35.85,0.3,58,1,"Family",1,"European"
"Greece","Athens",1,2001-08-20 22:00:00,11,1,4,2,0,29.45,30.29,0.9,39.66,33.14,0.6,58,1,"Family",1,"Middle Eastern"
"Greece","Athens",1,2001-08-20 22:00:00,11,1,3,2,0,29.7,30.98,0.29,35.64,33.13,0.3,58,1,"Family",1,"Asian"
"Greece","Athens",1,2001-08-20 22:00:00,11,1,3,2,0,30.27,32.62,0.28,32.74,36.24,0.6,58,1,"Pleasure",1,"European"
"Greece","Athens",1,2001-08-20 22:00:00,11,1,2,2,0,30.27,32.62,0.28,32.74,36.24,0.6,58,1,"Pleasure",1,"European"
"Greece","Athens",1,2001-08-20 22:00:00,12,2,4,2,0,31.55,32.74,0.52,24.8,35.55,0.6,52.2,1,"Pleasure",1,"European"
"Greece","Athens",1,2001-08-20 22:00:00,18,4,8,1,0,29.9,30.27,0.73,29.29,31.39,0.7,58,0,"Family",1,"European"
"Greece","Athens",1,2001-08-20 22:00:00,18,4,5,2,0,29.76,30.22,0.81,28.08,31.74,0.4,52.2,0,"Pleasure",1,"European"
"Greece","Athens",1,2001-08-20 22:00:00,18,4,5,1,0,29.76,30.22,0.81,28.08,31.74,0.6,52.2,0,"Family",1,"European"
"Greece","Athens",1,2001-08-20 22:00:00,18,4,4,1,0,29.23,29.51,0.79,29.48,30.4,0.3,52.2,-1,"Pleasure",1,"European"
"Greece","Athens",1,2001-08-20 22:00:00,18,4,4,1,0,29.23,29.51,0.79,29.48,30.4,0.6,52.2,-1,"Family",1,"European"
"Greece","Athens",1,2001-08-20 22:00:00,19,4,5,1,0,29.02,29.23,0.69,29.55,29.85,0.6,52.2,0,"Rest",1,"European"
"Greece","Athens",1,2001-08-20 22:00:00,19,4,5,1,0,28.95,29.19,0.77,29.65,29.98,0.35,52.2,0,"Pleasure",0,"European"
"Greece","Athens",1,2001-08-20 22:00:00,19,4,5,2,0,28.95,29.19,0.77,29.65,29.98,0.3,52.2,-1,"Pleasure",0,"European"
"Greece","Athens",1,2001-08-20 22:00:00,19,4,5,2,0,29.15,29.13,0.32,29.2,29.1,0.6,52.2,0,"Pleasure",0,"European"
"Greece","Athens",1,2001-08-20 22:00:00,19,4,6,1,0,28.96,28.85,0.36,30.59,28.6,0.6,52.2,0,"Rest",1,"European"
"Greece","Athens",1,2001-08-20 22:00:00,19,4,6,2,0,28.96,28.85,0.36,30.59,28.6,0.6,52.2,0,"Pleasure",1,"European"
"Greece","Athens",1,2001-08-20 22:00:00,19,4,6,2,0,29.01,28.97,0.54,29.89,28.85,0.4,58,0,"Rest",1,"European"
"Greece","Athens",1,2001-08-20 22:00:00,19,4,8,1,0,29.01,28.97,0.54,29.89,28.85,0.7,58,0,"Rest",1,"European"
"Greece","Athens",1,2001-08-20 22:00:00,19,4,4,1,0,28.99,28.8,0.39,29.77,28.39,0.3,58,-1,"Rest",1,"European"
"Greece","Athens",1,2001-08-20 22:00:00,19,4,2,1,0,28.8,28.55,0.4,29.86,28.02,0.3,58,-1,"Pleasure",1,"European"
"Greece","Athens",1,2001-08-20 22:00:00,19,4,2,1,0,28.8,28.55,0.4,29.86,28.02,0.3,58,1,"Pleasure",1,"European"
"Greece","Athens",1,2001-08-20 22:00:00,19,4,2,1,0,28.8,28.55,0.4,29.86,28.02,0.6,58,-1,"Pleasure",1,"European"
"Greece","Athens",1,2001-08-20 22:00:00,20,4,4,1,0,28.65,28.13,0.26,30.66,27.27,0.6,58,0,"Rest",1,"European"
"Greece","Athens",1,2001-08-20 22:00:00,20,4,4,2,0,28.26,28.12,0.23,32.52,27.9,0.4,58,1,"Family",1,"European"
"Greece","Athens",2,2001-11-05 23:00:00,11,1,5,2,0,18.28,23.69,0.29,59.59,32.67,0.85,116,0,"Pleasure",1,"European"
"Greece","Athens",2,2001-11-05 23:00:00,11,1,8,2,1,18.76,22.06,0.84,53.52,33.84,0.8,93,0,"Family",1,"European"
"Greece","Athens",2,2001-11-05 23:00:00,11,1,4,2,1,18.47,24.76,0.31,54.98,34.79,0.8,93,1,"Family",1,"Asian"
"Greece","Athens",2,2001-11-05 23:00:00,11,1,7,2,1,19.27,26.2,0.27,54.68,35.81,0.95,58,1,"Just passing",0,"European"
"Greece","Athens",2,2001-11-05 23:00:00,11,1,8,1,0,18.89,20.95,0.75,54.57,27.15,1,58,1,"Rest",1,"European"
"Greece","Athens",2,2001-11-05 23:00:00,12,2,7,1,1,18.5,20.37,0.47,53.49,24.93,1.2,58,0,"Pleasure",1,"European"
"Greece","Athens",2,2001-11-05 23:00:00,12,2,7,1,0,18.5,20.37,0.47,53.49,24.93,0.95,58,1,"Pleasure",1,"European"
